C18685	Landomycin E
C06661	Clavulanate-9-aldehyde
C14040	1-Nitronaphthalene
C00643	5-Hydroxy-L-tryptophan
C05690	Se-Methylselenomethionine
C01502	o-Methoxyphenol
C21786	Oleuropein aglycone
C07114	3-Oxo-3-phenylpropanoate
C16488	Fructoselysine
C01825	L-Galactose
C06627	4-Keto-anhydrotetracycline
C06161	(S)-Coclaurine
C20140	4''-O-Carbamoyl ansamitocinoside P-3
C10343	Emodin
C18272	cis-4-(8-Hydroxypyren-7-yl)-2-oxobut-3-enoate
C12427	10-Carboxy-13-deoxycarminomycin
C20402	Neopentalenolactone D
C18273	7,8-Dihydropyrene-8-carboxylate
C06660	Clavaminic acid
C20403	1-Deoxy-11beta-hydroxypentalenate
C11515	(E)-2-(Methoxycarbonylmethyl)butenedioate
C02937	Indole-3-acetaldehyde oxime
C20942	Bacilysin
C20773	6-Amino-6-deoxyfutalosine
C15996	7-Cyano-7-carbaguanine
C04785	13(S)-HPOT
C01302	1-(2-Carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate
C05432	Lycopene
C04164	trans-Cinnamoyl beta-D-glucoside
C02918	1-Methylnicotinamide
C21647	Roseoflavin
C05474	3alpha,11beta,21-Trihydroxy-20-oxo-5beta-pregnan-18-al
C05963	Thromboxane B2
C00964	(-)-trans-Carveol
C00557	Cyclopentanone
C03766	4-Hydroxyphenylacetonitrile
C16406	Phlorizin chalcone
C20175	Bicyclogermacrene
C18249	cis-4,5-Dihydroxy-4,5-dihydropyrene
C20617	beta-D-Gal-(1->3)-alpha-D-GlcNAc-diphospho-ditrans,octacis-undecaprenol
C06011	Benzenamine sulfate
C16397	2,6-Diamino-4-nitrotoluene
C00791	Creatinine
C03459	2-Hydroxy-3-oxosuccinate
C00878	D-Arabinonate
C05477	21-Hydroxy-5beta-pregnane-3,11,20-trione
C03410	N-Glycoloyl-neuraminate
C06056	4-Hydroxy-L-threonine
C00921	Dihydropteroate
C20947	(Z)-Icos-5-enoyl-CoA
C15500	Mugineic acid
C19682	3,4-Didehydroadipyl-CoA
C07099	2,3,6-Trichlorohydroquinone
C21368	GDP-valienol
C07349	3'-Demethylstaurosporine
C02612	(R)-2-Methylmalate
C05774	Cobinamide
C15591	(6R)-2-Acetyl-6-(3-acetyl-2,4,6-trihydroxy-5-methylphenyl)-3-hydroxy-6-methyl-2,4-cyclohexadien-1-one
C00414	Cyclohexanone
C19936	(9R,10E,12Z,15Z)-9-Hydroperoxyoctadeca-10,12,15-trienoate
C01717	4-Hydroxy-2-quinolinecarboxylic acid
C05616	3-O-Methylgallate
C21076	Delta4-Dafachronic acid
C00493	Shikimate
C04332	6,7-Dimethyl-8-(D-ribityl)lumazine
C20484	9-cis-beta-Carotene
C01089	(R)-3-Hydroxybutanoate
C01020	6-Hydroxynicotinate
C20766	dTDP-N-hydroxy-beta-L-evernosamine
C07585	N-Acetylisoniazid
C00809	(-)-Camphor
C07481	Caffeine
C15928	4-Ketomyxol
C01412	Butanal
C18035	dTDP-3-methyl-4-oxo-2,6-dideoxy-D-glucose
C05479	5beta-Pregnane-3,20-dione
C16347	Deinoxanthin
C05819	Menaquinol
C20508	Versiconol
C00966	2-Dehydropantoate
C19702	1-O-(2-Amino-2-deoxy-alpha-D-glucopyranosyl)-1D-myo-inositol
C20802	(4S)-4-Hydroxy-L-isoleucine
C08316	Erucic acid
C05504	16-Glucuronide-estriol
C12640	Pelargonidin 3-O-(6-caffeoyl-beta-D-glucoside) 5-O-beta-D-glucoside
C20153	7beta-Hydroxytaxusin
C20237	alpha-Maltose 1-phosphate
C05478	3alpha,21-Dihydroxy-5beta-pregnane-11,20-dione
C06485	1,5-Anhydro-D-fructose
C01902	Cycloartenol
C01990	3-Oxalomalate
C20767	dTDP-2,3,6-trideoxy-3-C-methyl-4-O-methyl-3-nitroso-beta-L-arabino-hexopyranose
C21205	1-epi-Valienol 7-phosphate
C18271	cis-4-(7-Hydroxtpyren-8-yl)-2-oxobut-3-enoate
C06095	Gibberellin A44 diacid
C17399	Epithienamycin F
C00187	Cholesterol
C20270	Copal-8-ol diphosphate
C12390	Dehydrorabelomycin
C11620	Syringetin
C05487	17alpha,21-Dihydroxypregnenolone
C03868	Indole-3-acetyl-myo-inositol
C01569	D-Apiitol
C18053	Sophoraflavanone G
C21974	Hapalindole G
C00961	Sterigmatocystin
C03486	CDP-N-methylethanolamine
C15560	Deoxycholoyl-CoA
C11954	5-Oxoavermectin ''2b'' aglycone
C16429	trans-Zeatin riboside diphosphate
C01112	D-Arabinose 5-phosphate
C01143	(R)-5-Diphosphomevalonate
C11825	3beta-Hydroxy-5beta-pregnane-20-one
C02569	Neryl diphosphate
C05925	Dihydroneopterin phosphate
C00402	D-Aspartate
C00433	2,5-Dioxopentanoate
C02165	Leukotriene B4
C05284	11beta-Hydroxyandrost-4-ene-3,17-dione
C21294	D-Erythritol 1-phosphate
C15980	(S)-2-Methylbutanoyl-CoA
C02360	2-Hydroxyadipate
C04563	D-myo-Inositol 1,2,4,5,6-pentakisphosphate
C09581	Magnoflorine
C21105	5-Chloro-2-hydroxy-p-benzoquinone
C11902	9alpha-Copalyl diphosphate
C15025	(S)-Carnitine
C03765	4-Hydroxyphenylacetaldehyde
C04042	20alpha-Hydroxy-4-pregnen-3-one
C00430	5-Aminolevulinate
C21146	4-Hydroxyprotoasukamycin
C00410	Progesterone
C05904	Pelargonidin
C01724	Lanosterol
C06372	Lacto-N-biose
C19684	2,3-Epoxy-2,3-dihydrobenzoyl-CoA
C03040	(-)-Bisdechlorogeodin
C11632	Polyneuridine aldehyde
C16615	6-Methylthiopurine 5'-monophosphate ribonucleotide
C12456	3-Dimethylallyl-4-hydroxyphenylpyruvate
C10497	Feruloylputrescine
C18305	2-Chloro-5-methylmaleylacetate
C16567	Homotrypanothione
C15853	Dehydrospermidine
C06518	(S)-Nororientaline
C05338	4-Hydroxyphenylacetyl-CoA
C03912	(S)-1-Pyrroline-5-carboxylate
C21251	6'-Oxokanamycin X
C00431	5-Aminopentanoate
C09810	Cyclohex-1,4-diene-1-carboxyl-CoA
C01244	3,5-Diiodo-4-hydroxyphenylpyruvate
C17742	Demethoxycurcumin
C00798	Formyl-CoA
C04434	(1E)-4-Oxobut-1-ene-1,2,4-tricarboxylate
C14860	2,2-Dichloro-1,1-ethanediol
C14044	C25-Allenic-apo-aldehyde
C12246	Protorifamycin I
C05203	6-O-Methylnorlaudanosoline
C06046	Salidroside
C16825	Neomenthyl acetate
C00105	UMP
C16644	1-(3,4-Dimethoxyphenyl)ethane-1,2-diol
C00356	(S)-3-Hydroxy-3-methylglutaryl-CoA
C00474	Ribitol
C19806	Propane-1,2,3-tricarboxylate
C16267	Cyclopropanecarboxylate
C00436	N-Carbamoylputrescine
C04751	1-(5-Phospho-D-ribosyl)-5-amino-4-imidazolecarboxylate
C11555	1D-myo-Inositol 1,4,5,6-tetrakisphosphate
C16466	7-Methyl-3-oxo-6-octenoyl-CoA
C00412	Stearoyl-CoA
C17234	2-Aminobut-2-enoate
C21411	(1R,10aS)-1,4,10,10a-Tetrahydrophenazine-1-carboxylate
C06506	Adenosyl cobyrinate a,c diamide
C12247	Rifamycin W
C21620	S-[(E)-N-Hydroxy(indol-3-yl)acetimidoyl]-L-glutathione
C12212	Kanosamine
C09704	Nerolidol
C20045	Verruculogen
C20844	(2Z,4S,5R)-2-Amino-4,5,6-trihydroxyhex-2-enoate
C00437	N-Acetylornithine
C01235	alpha-D-Galactosyl-(1->3)-1D-myo-inositol
C17694	5-epi-Valiolone
C01173	1,3,8-Naphthalenertriol
C16478	3-Fluorocyclohexadiene-cis,cis-1,2-diol-1-carboxylate
C03019	Phorbol 13-butanoate
C12414	Urdamycin G
C00413	Streptomycin
C05193	12-Hydroxydihydrochelirubine
C16465	trans-Geranyl-CoA
C01595	Linoleate
C05892	UDP-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-L-lysine
C05394	3-Keto-beta-D-galactose
C03561	(R)-3-Hydroxybutanoyl-CoA
C16544	alpha-Hydroxytamoxifen
C21148	Asperlicin E
C00472	p-Benzoquinone
C00233	4-Methyl-2-oxopentanoate
C05672	2-Amino-3-phosphonopropanoate
C11553	[Heparan sulfate]-glucosamine 3-sulfate
C12413	Urdamycin A
C02225	2-Methylcitrate
C20238	(2R)-Ethylmalonyl-CoA
C19822	1,5-Anhydro-4-deoxy-D-glycero-hex-3-en-2-ulose
C09849	beta-Citronellol
C03985	Linalool
C05731	3-Ketosucrose
C18215	Bis(4-hydroxyphenyl)methanol
C16075	(Z)-Phenylacetaldehyde oxime
C09813	2-Ketocyclohexane-1-carboxyl-CoA
C17436	di-trans,poly-cis-Heptaprenyl diphosphate
C20518	2,3-Bis-(O-phytanyl)-sn-glycerol 1-phosphate
C21104	2,5-Dichloro-p-benzoquinone
C20569	beta-L-Arabinofuranose
C16499	26-Hydroxyecdysone
C06305	(-)-Camphene
C20158	(13E)-Labda-7,13-dien-15-ol
C07330	3-Methyl-2-butenal
C00576	Betaine aldehyde
C05435	gamma-Carotene
C06427	(9Z,12Z,15Z)-Octadecatrienoic acid
C11546	2-O-(alpha-D-Glucopyranosyl)glycerol
C01300	6-(Hydroxymethyl)-7,8-dihydropterin
C05656	5-(3'-Carboxy-3'-oxopropyl)-4,6-dihydroxypicolinate
C20596	Penitrem D
C20517	Mycocyclosin
C21075	5-(N-Methyl-4,5-dihydro-1H-pyrrol-2-yl)pyridin-2-ol
C15974	3-Methyl-1-hydroxybutyl-ThPP
C07331	Carbonyl sulfide
C21646	8-Amino-8-demethylriboflavin
C00825	Kanamycin B
C01107	(R)-5-Phosphomevalonate
C05422	Dehydroascorbate
C08830	24-Methylenecycloartanol
C21336	beta-1,2-Mannobiose
C06029	L-threo-3-Methylmalate
C12320	dTDP-L-4-oxovancosamine
C05660	5-Methoxyindoleacetate
C16393	2-Hydroxylamino-4,6-dinitrotoluene
C20843	N5-Phenyl-L-glutamine
C16502	Farnesoic acid
C06426	(6Z,9Z,12Z)-Octadecatrienoic acid
C21514	D-Proline betaine
C20607	Tryprostatin A
C05945	L-Arginine phosphate
C04899	(6S)-6beta-Hydroxy-1,4,5,6-tetrahydronicotinamide-adenine dinucleotide phosphate
C01709	Hesperetin
C03356	3-Phospho-D-erythronate
C05640	Cinnavalininate
C04805	5(S)-HETE
C15606	1,2-Dihydroxy-5-(methylthio)pent-1-en-3-one
C12635	Kaempferol 3-sophorotrioside
C04923	1,3-alpha-D-Mannosyl-(1,2-N-acetyl-alpha-D-glucosaminyl)-1,2-alpha-D-mannosyl-1,2-alpha-D-mannosyl-D-mannose
C11396	(1R,2R,4R)-Dihydrocarveol
C01227	Dehydroepiandrosterone
C17568	Ubiquinone-6
C16394	4-Amino-2,6-dinitrotoluene
C21436	4-Methylamino-4-de(dimethylamino)anhydrotetracycline
C01161	3,4-Dihydroxyphenylacetate
C19738	(-)-gamma-Cadinene
C14909	9alpha-Hydroxyandrosta-1,4-diene-3,17-dione
C00899	11-cis-Retinol
C15605	N-Formyl-D-kynurenine
C02674	Deoxyribonolactone
C00857	Deamino-NAD+
C06425	Icosanoic acid
C16461	Geranic acid
C05642	Formyl-N-acetyl-5-methoxykynurenamine
C17755	Dopamine quinone
C15037	Oplophorus luciferin
C16283	Thiobenzamide S-oxide
C05607	Phenyllactate
C03737	alpha-D-Xylose 1-phosphate
C20809	(R)-2-Methylpyrrolidine
C15978	2-Methyl-1-hydroxybutyl-ThPP
C05924	Molybdopterin
C18218	16-Hydroxypalmitate
C21305	(25R)-26-Oxocholest-4-en-3-one
C04642	2-Hydroxy-5-carboxymethylmuconate semialdehyde
C02008	Aspulvinone H
C02947	4-Coumaroylshikimate
C19865	Soyasaponin III
C06674	4-Sulfocatechol
C20923	(R)-Nephthenol
C20893	3-(5-Oxoisoxazolin-4-yl)-L-alanine
C05343	(R)-4-Hydroxymandelate
C01068	D-Ribitol 5-phosphate
C07083	Styrene
C20811	(-)-exo-alpha-Bergamotene
C00035	GDP
C00234	10-Formyltetrahydrofolate
C04589	UDP-N-acetyl-D-galactosamine 4,6-bissulfate
C03598	CDP-3,6-dideoxy-D-glucose
C00864	Pantothenate
C00052	UDP-alpha-D-galactose
C19966	beta-D-Glc-(1->4)-alpha-L-Rha-(1->3)-D-Glc
C05281	5-Methylbarbiturate
C09328	Alangimarckine
C05637	4,8-Dihydroxyquinoline
C18235	S-(Hydroxymethyl)mycothiol
C00268	Dihydrobiopterin
C21089	(R)-2-Hydroxyisocaproyl-CoA
C05452	3alpha,7alpha-Dihydroxy-5beta-cholestane
C05990	Isoscoparine
C21144	1,3,7-Trimethyl-5-hydroxyisourate
C03178	Tetrahydroxypteridine
C04309	Phosphoenol-4-deoxy-3-tetrulosonate
C18094	UDP-L-arabinofuranose
C04348	L-Malyl-CoA
C02927	2-Caffeoylisocitrate
C16289	Cyanidin 3-O-3'',6''-O-dimalonylglucoside
C10700	4'-Hydroxyacetophenone
C11909	dTDP-3-oxo-4,6-dideoxy-D-glucose
C00460	dUTP
C16153	UDP-L-Ara4N
C01344	dIDP
C15799	6-Deoxoteasterone
C20553	Paspalicine
C04617	(1S,2S)-1-Hydroxypropane-1,2,3-tricarboxylate
C04242	5-Fluorodeoxyuridine monophosphate
C05984	2-Hydroxybutanoic acid
C03141	N-Benzoylanthranilate
C05918	all-trans-Dehydroretinal
C16616	6-Mercaptopurine ribonucleoside 5'-diphosphate
C06720	1,6-Dihydroxy-5-methylcyclohexa-2,4-dienecarboxylate
C01213	(R)-Methylmalonyl-CoA
C00842	dTDP-glucose
C05499	17alpha,20alpha-Dihydroxycholesterol
C05665	3-Aminopropanal
C20689	15-Demethylaclacinomycin T
C20188	Glutinol
C16350	Cyanidin 3-O-beta-D-glucoside 5-O-(6-coumaroyl-beta-D-glucoside)
C05580	3,4-Dihydroxymandelate
C04327	4-Methyl-5-(2-phosphooxyethyl)thiazole
C02431	L-Rhamnofuranose
C00514	D-Mannonate
C19714	(E)-Phenylacetaldoxime
C02739	1-(5-Phospho-D-ribosyl)-ATP
C21602	(1H-Indol-3-yl)-N-methylmethanamine
C12471	Chlorobiocic acid
C03137	N-Acetyl-D-tryptophan
C01138	Streptomycin 6-phosphate
C12368	Tetracenomycin D3
C01204	Phytic acid
C04760	3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestanoyl-CoA
C11642	19-Hydroxytabersonine
C16618	6-Thioxanthine 5'-monophosphate
C16399	2,4-Diamino-6-hydroxylaminotoluene
C20162	Viridiflorene
C05200	3-Hexaprenyl-4,5-dihydroxybenzoate
C21081	Gentisyl-CoA
C00058	Formate
C01252	4-(2-Aminophenyl)-2,4-dioxobutanoate
C01042	N-Acetyl-L-aspartate
C00499	Allantoate
C14857	1,1-Dichloroethylene epoxide
C04324	(1E,3E)-4-Hydroxybuta-1,3-diene-1,2,4-tricarboxylate
C07084	Styrene-cis-2,3-dihydrodiol
C21868	6,7-Dichloro-L-tryptophan
C16470	5-Methylhex-4-enoyl-CoA
C02090	Trypanothione
C00906	5,6-Dihydrothymine
C01533	Syringin
C05691	Se-Adenosylselenomethionine
C02305	Phosphocreatine
C20264	L-threo-Tetrahydrobiopterin
C01508	L-Lyxose
C06723	6-Carboxyhex-2-enoyl-CoA
C16473	4-Fluorocatechol
C12457	3-Dimethylallyl-4-hydroxymandelic acid
C04322	Delta1-Pyrroline-5-carboxylate
C19855	D-Man-alpha-(1->3)-D-Glc-beta-(1->4)-D-Glc-alpha-1-diphospho-ditrans,octacis-undecaprenol
C20581	cis-(Homo)2-aconitate
C03052	2,3-Dihydrogossypetin
C20642	1-Archaetidyl-1D-myo-inositol 3-phosphate
C01059	2,5-Dihydroxypyridine
C18681	C1'-C9-Glycosylated UWM6
C00085	D-Fructose 6-phosphate
C01962	Thiocysteine
C15542	D-Mannosyl-1-phosphoundecaprenol
C07495	Dihydroxycarbazepine
C20189	Baccharis oxide
C00542	Cystathionine
C21253	Kanamycin D
C01004	N-Methylnicotinate
C10452	Estragole
C03283	L-2,4-Diaminobutanoate
C21859	cis-3-[2,2-Dichloro-1-(4-chlorophenyl)vinyl]-6-chlorocyclohexa-3,5-diene-1,2-diol
C05481	Cortolone
C04671	(5Z)-(15S)-11alpha-Hydroxy-9,15-dioxoprostanoate
C05812	2-Octaprenyl-6-methoxyphenol
C04590	3-(O-Geranylgeranyl)-sn-glycerol 1-phosphate
C00700	XTP
C04052	5-Carboxy-2-oxohept-3-enedioate
C03864	Ethyl (R)-3-hydroxyhexanoate
C04290	4-(3-Methylbut-2-enyl)-L-tryptophan
C07089	5-Chloro-2-hydroxymuconic semialdehyde
C19819	Cucurbitadienol
C16414	2-Amino-5-hydroxyl-4-hydroxylamino-6-nitrotoluene
C02798	3-Phosphonopyruvate
C16703	N-Demethylnarwedine
C21474	5,10-Dihydrophenazine-1,6-dicarboxylate
C02837	L-Lysine 1,6-lactam
C16719	(-)-Norephedrine
C21906	3-Oxochol-4-en-24-oyl-CoA
C00497	(R)-Malate
C19083	(1R,4S)-1-Hydroxy-2-oxolimonene
C07326	1,5-Anhydro-D-glucitol
C01005	O-Phospho-L-serine
C18710	3A-Deolivosylpremithramycin B
C12637	Quercetin 3-O-[beta-D-xylosyl-(1->2)-beta-D-glucoside]
C15682	Mycinamicin VI
C20479	(+)-epi-alpha-Bisabolol
C00318	L-Carnitine
C16225	(-)-Vestitol
C22021	L-Tyrosinal
C12623	trans-2,3-Dihydroxycinnamate
C20651	O-Ureido-D-serine
C02700	L-Formylkynurenine
C20366	2-Oxo-3-(5-oxofuran-2-ylidene)propanoate
C04291	4-(Dimethylamino)phenylazoxybenzene
C18280	11,12-Dihydroxybenzo[a]pyrene
C14869	Trichloroethanol glucuronide
C20709	Diosgenin 3-O-beta-D-glucopyranoside
C11436	2-Phospho-4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol
C21084	Demethylphylloquinol
C05801	2-Hexaprenyl-6-hydroxyphenol
C10784	Cannabidiolic acid
C04268	dTDP-4-amino-4,6-dideoxy-D-glucose
C13628	4,5-Bisphenol-o-quinone
C05158	trans-beta-D-Glucosyl-2-hydroxycinnamate
C04350	(E)-4-Hydroxyphenylacetaldehyde oxime
C06441	L-Xylulose 1-phosphate
C17141	[Heparan sulfate]-glucosamine
C20367	4-Nitro-6-oxohepta-2,4-dienedioate
C04354	1,2-beta-D-Glucuronosyl-D-glucuronate
C20805	3-Hydroxy-5-methyl-1-naphthoate
C19726	15beta-Hydroxyprogesterone
C06569	7a-Hydroxy-O-carbamoyl-deacetylcephalosporin C
C18226	ent-Cassa-12,15-diene
C21372	3-Phosphinomethylmalate
C06899	Chloral hydrate
C20983	4-O-Dimethylallyl-L-tyrosine
C19852	tritrans,heptacis-Undecaprenyl diphosphate
C06339	2,5,6-Trihydroxy-5,6-dihydroquinoline
C21523	L-Tagatose
C20350	2'-Deamino-2'-hydroxyneamine
C14850	Benzo[a]pyrene-7,8-oxide
C21285	D-Erythrulose 1-phosphate
C05011	Hydroxytamoxifen
C05979	Propane-1-ol
C21854	Kaempferol 3-O-rhamnoside-7-O-glucoside
C19705	Oxidized dinoflagellate luciferin
C15508	1,2-Epoxypropane
C16268	Cyclopropanecarboxyl-CoA
C20254	Ureidoacrylate
C21213	Archaeal dolichyl 3-O-(2,3-diacetamido-2,3-dideoxy-beta-D-glucuronsyl)-N-acetyl-alpha-D-glucosaminyl phosphate
C17349	Guanidine
C21384	CMP-2-keto-3-deoxy-D-glycero-D-galacto-nononate
C16332	trans-2-Enoyl-OPC6-CoA
C14785	1,4-Dihydroxynaphthalene
C06204	2-Hydroxychromene-2-carboxylate
C18050	beta-D-Fructofuranosyl-alpha-D-mannopyranoside 6F-phosphate
C02660	Benzyl thiocyanate
C00466	Acetoin
C14039	1,1-Dichloroethylene
C05688	L-Selenocysteine
C03153	N5-Methyl-L-glutamine
C20996	(14E)-Hexadec-14-enoyl-CoA
C21137	dTDP-3-amino-4-oxo-2,3,6-trideoxy-L-allose
C16307	Delphinidin 3-O-sophoroside
C04849	(5Z,9E,14Z)-(8xi,11R,12S)-11,12-Epoxy-8-hydroxyicosa-5,9,14-trienoic acid
C04294	5-(2-Hydroxyethyl)-4-methylthiazole
C11930	dTDP-2,6-dideoxy-D-glycero-hex-2-enos-4-ulose
C08735	2-Chloro-4-hydroxy-6-amino-1,3,5-triazine
C05557	Isopenicillin N
C00032	Heme
C06560	Deisopropyldeethylatrazine
C20195	Tirucalla-7,24-dien-3beta-ol
C15509	Glyceocarpin
C06183	L-(+)-Anaferine
C16375	(3R,6Z,9Z,12Z,15Z,18Z,21Z)-3-Hydroxytetracosahexaenoyl-CoA
C02139	Chlorophyllide
C20914	C20914
C11887	Abietal
C21288	(2S,3R)-2-Hydroxy-3-(indol-3-yl)butanoate
C14335	Pyrene
C00397	Tobramycin
C16259	Petromyzonol 24-sulfate
C07086	Phenylacetic acid
C05554	Aerobactin
C14862	2-S-Glutathionyl acetate
C04295	Androstenediol
C01115	L-Galactono-1,4-lactone
C19619	(+)-Germacrene D
C17206	Uracil 5-carbaldehyde
C16235	o-Hydroxylaminobenzoate
C03092	6-endo-Hydroxycineole
C22039	2-Carboxy-1,4-naphthoquinone
C17955	(5R)-Albaflavenol
C00761	Coniferin
C00067	Formaldehyde
C16416	Desmethylxanthohumol
C19945	3-Oxo-5,6-dehydrosuberyl-CoA
C05897	Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine
C11975	Avermectin B2a
C00744	Macrocin
C05552	Biocytin
C04509	di-trans,poly-cis-Decaprenyl diphosphate
C17327	CDP-ascarylose
C14150	Cyclopropylamine
C16836	1,4'-Bipiperidine-1'-carboxylic acid
C12125	Isoformononetin
C21250	2-Methyl-trans-aconitate
C01489	D-Iditol
C16741	L-Hydroxylysine
C01685	D-Ribonate
C20352	trans,octacis-Decaprenylphospho-beta-D-ribofuranose 5-phosphate
C01345	dITP
C12437	Medermycin
C01757	Triacetate
C06610	cis-1,3-Dichloropropene
C15925	GDP-L-gulose
C00458	dCTP
C00498	ADP-glucose
C21369	N-(2-Methylpropanyl)hydroxylamine
C16155	UDP-L-Ara4O
C01262	beta-Alanyl-N(pi)-methyl-L-histidine
C00163	Propanoate
C06382	N-(Carboxyaminomethyl)urea
C03548	trans-2,3-Epoxysuccinate
C20506	Versiconol acetate
C05416	5-Cholestene
C00849	Ethyl acetate
C14103	4-Methylsalicylate
C21656	ent-8alpha-Hydroxylabd-13-en-15-yl diphosphate
C06581	2-Hydroxy-3-carboxy-6-oxo-7-methylocta-2,4-dienoate
C19156	(2S)-2-Phospholactate
C05551	Penicillin G
C01274	5-Formyl-5,6,7,8-tetrahydromethanopterin
C01563	Carbamate
C21771	L-Firefly luciferin
C11915	dTDP-3-methyl-4-oxo-2,6-dideoxy-L-allose
C16320	Colnelenic acid
C20395	UDP-2-acetamido-2-deoxy-alpha-D-ribo-hex-3-uluronate
C12626	Kaempferol-3-O-galactoside
C20857	2,7-Dihydroxy-5-methyl-1-naphthoate
C09593	Narcotoline
C09823	Cyclohexane-1-carboxyl-CoA
C02476	alpha-L-Rhamnose
C21260	5''-Phosphoribosylparomamine
C00447	Sedoheptulose 1,7-bisphosphate
C17230	2-(7'-Methylthio)heptylmalic acid
C00647	Pyridoxamine phosphate
C20575	Versicolorin B
C00903	Cinnamaldehyde
C03917	Dihydrotestosterone
C04483	Deoxycholic acid
C00449	N6-(L-1,3-Dicarboxypropyl)-L-lysine
C04875	(+/-)-5-[(tert-Butylamino)-2'-hydroxypropoxy]-1,2,3,4-tetrahydro-1-naphthol
C11437	1-Deoxy-D-xylulose 5-phosphate
C04797	5-(L-Alanin-3-yl)-2-hydroxy-cis,cis-muconate 6-semialdehyde
C11920	dTDP-L-olivose
C01494	Ferulate
C05658	Indoxyl
C17412	Shikonin
C03240	6-Deoxyerythronolide B
C02237	5-Oxo-D-proline
C05488	11-Deoxycortisol
C18229	Fusicocca-2,10(14)-diene
C19772	alpha-D-Glucopyranosyl-diphospho-ditrans,octacis-undecaprenol
C20420	tritrans,heptacis-Undecaprenyl phosphate
C09648	beta-Cubebene
C12325	3,5-Dihydroxyphenylglyoxylate
C00106	Uracil
C20918	Tabtoxinine-beta-lactam
C18311	4-Methyl-3-oxoadipate-enol-lactone
C01880	epsilon-Caprolactone
C00582	Phenylacetyl-CoA
C20798	2-Hydroxy-3-oxopropane-1-sulfonate
C18043	Cholesterol sulfate
C00898	(R,R)-Tartaric acid
C00500	Biliverdin
C05470	Tetrahydrocortisone
C05489	11beta,17alpha,21-Trihydroxypregnenolone
C21650	7-Methylthioheptyl-desulfoglucosinolate
C20699	6''-O-Carbamoylkanamycin A
C19734	(-)-alpha-Gurjunene
C16362	3,6,8-Trimethylallantoin
C00257	D-Gluconic acid
C10126	Anatabine
C20636	Deoxybrevianamide E
C04623	DDT
C17581	3-Amino-2,3-dideoxy-scyllo-inosose
C08898	Diosgenin
C01080	Reduced coenzyme F420
C00445	5,10-Methenyltetrahydrofolate
C00369	Starch
C00931	Porphobilinogen
C12112	Validamycin A
C00669	gamma-L-Glutamyl-L-cysteine
C12455	5-Aminopentanal
C12248	5-Hydroxy-2-oxo-4-ureido-2,5-dihydro-1H-imidazole-5-carboxylate
C01499	Geranial
C07592	Colchicine
C19780	(R)-Piperazine-2-carboxylate
C16306	Cyanidin 3-O-sophoroside
C21010	N4-Bis(aminopropyl)spermidine
C03077	4-Chlorophenylacetate
C20894	beta-Citraurin
C06397	ADP-D-glycero-beta-D-manno-heptose
C03206	5a,11a-Dehydrotetracycline
C09140	Neocembrene
C14091	1-Naphthoic acid
C05235	Hydroxyacetone
C05946	(4R)-4-Hydroxy-2-oxoglutarate
C20477	(-)-alpha-Isocomene
C21371	Validone
C21434	12-Ethyl-8-isobutylbacteriochlorophyllide d
C16238	Lipoyl-AMP
C06868	Carbamazepine
C04207	N-Benzoyl-4-hydroxyanthranilate
C04858	Apigenin 7-O-[beta-D-apiosyl-(1->2)-beta-D-glucoside]
C02514	3-Fumarylpyruvate
C04216	all-trans-Heptaprenyl diphosphate
C15900	Spheroidene
C01120	Sphinganine 1-phosphate
C17333	3beta-Hydroxy-5-cholestenoate
C14156	delta-Tocotrienol
C21568	4-Hydroxy-2,2'-bipyrrole-5-methanol
C01040	L-Gulono-1,4-lactone
C13309	2-Phytyl-1,4-naphthoquinone
C11860	Gibberellin A15 open lactone
C12319	dTDP-3-amino-2,3,6-trideoxy-C-methyl-D-erythro-hexopyranos-4-ulose
C01822	Kanamycin A
C19745	UDP-2,3-diacetamido-2,3-dideoxy-alpha-D-mannuronate
C00184	Glycerone
C16639	beta-D-Ribofuranose
C02513	3-Dehydroecdysone
C06468	D-Psicose
C00140	N-Acetyl-D-glucosamine
C17332	7alpha,25-Dihydroxy-4-cholesten-3-one
C19890	alpha-Kdo-(2->4)-alpha-Kdo-(2->6)-[4-P-L-Ara4N]-lipid A
C02646	4-Coumaryl alcohol
C01592	Licodione
C05131	(1-Ribosylimidazole)-4-acetate
C04814	4beta-Hydroxymethyl-4alpha-methyl-5alpha-cholest-7-en-3beta-ol
C22006	(R)-(Indol-3-yl)lactate
C11955	Avermectin B2b aglycone
C21566	6-O-Methyldeacetylisoipecoside
C01514	Luteolin
C20727	Kaempferol 3-O-beta-D-xyloside
C00853	Cob(I)alamin
C04540	N4-(Acetyl-beta-D-glucosaminyl)asparagine
C12647	Salvianin
C11966	Avermectin A1b monosaccharide
C20435	3,20-Dimethyl-1,2,21,22-tetradehydro-2,3,20,21-tetrahydrobotryococcene
C20633	Methyl gibberellin A4
C18678	UWM6
C19595	Aflatoxin B1-endo-8,9-epoxide
C21284	Fe-coproporphyrin III
